,BTC/USDT,ETH/USDT,XRP/USDT,LTC/USDT,LINK/USDT,DOGE/USDT,TRX/USDT,BCH/USDT,XMR/USDT,EOS/USDT
133,"(1, 0, 3)","(0, 1, 0)","(2, 0, 2)","(0, 1, 0)","(4, 0, 2)","(2, 0, 0)","(1, 0, 1)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)"
134,"(0, 1, 0)","(2, 0, 3)","(1, 0, 0)","(1, 0, 1)","(2, 0, 2)","(0, 1, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)"
135,"(0, 1, 0)","(1, 1, 0)","(1, 0, 0)","(2, 0, 0)","(2, 0, 3)","(1, 0, 2)","(0, 1, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)"
136,"(2, 1, 2)","(2, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 1, 2)","(0, 1, 2)","(2, 1, 1)","(1, 0, 0)","(1, 0, 0)"
137,"(1, 1, 0)","(0, 1, 0)","(2, 0, 1)","(0, 1, 0)","(0, 1, 2)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 2)","(1, 1, 1)"
138,"(1, 0, 1)","(0, 1, 0)","(1, 1, 0)","(2, 1, 3)","(2, 0, 0)","(2, 0, 2)","(1, 0, 1)","(1, 0, 3)","(1, 0, 0)","(1, 1, 1)"
139,"(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(0, 1, 2)"
140,"(1, 0, 1)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 1, 0)","(1, 0, 0)","(1, 0, 1)","(0, 1, 1)","(3, 0, 0)","(1, 1, 1)"
141,"(3, 0, 0)","(2, 0, 1)","(0, 1, 0)","(0, 1, 1)","(1, 0, 0)","(2, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)"
142,"(1, 0, 0)","(2, 0, 1)","(0, 1, 0)","(0, 1, 1)","(0, 1, 0)","(1, 0, 1)","(4, 0, 1)","(2, 0, 1)","(1, 0, 0)","(1, 1, 1)"
143,"(1, 0, 0)","(1, 0, 4)","(2, 1, 2)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 3)","(1, 1, 1)"
144,"(2, 0, 1)","(0, 1, 0)","(1, 1, 1)","(0, 1, 1)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 3)","(1, 1, 1)"
145,"(1, 2, 2)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(3, 0, 3)","(2, 1, 2)","(0, 1, 0)","(0, 1, 2)","(1, 0, 0)","(3, 0, 1)"
146,"(0, 2, 2)","(1, 1, 4)","(2, 1, 2)","(1, 0, 1)","(1, 0, 0)","(2, 1, 2)","(1, 0, 0)","(1, 0, 3)","(0, 1, 1)","(1, 0, 0)"
147,"(1, 1, 0)","(0, 1, 1)","(2, 0, 1)","(4, 1, 2)","(2, 0, 1)","(1, 0, 0)","(2, 1, 2)","(0, 1, 1)","(1, 0, 0)","(1, 1, 1)"
148,"(1, 1, 2)","(0, 1, 1)","(5, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(2, 0, 1)","(1, 0, 3)","(1, 0, 0)","(0, 1, 0)"
149,"(0, 1, 1)","(1, 1, 2)","(1, 0, 0)","(1, 0, 1)","(2, 0, 4)","(0, 1, 0)","(6, 1, 0)","(1, 0, 0)","(1, 1, 1)","(0, 1, 0)"
150,"(0, 1, 1)","(2, 1, 3)","(1, 0, 4)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 1, 1)","(1, 1, 1)","(1, 1, 1)"
151,"(0, 1, 1)","(0, 1, 0)","(0, 0, 4)","(1, 0, 0)","(3, 0, 3)","(6, 1, 0)","(1, 0, 1)","(0, 1, 2)","(1, 1, 1)","(1, 0, 0)"
152,"(0, 1, 1)","(0, 1, 0)","(4, 0, 2)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(5, 1, 4)","(1, 1, 1)","(1, 0, 0)","(0, 1, 0)"
153,"(2, 1, 2)","(0, 1, 0)","(4, 0, 2)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 2)","(1, 1, 1)","(0, 1, 3)","(1, 0, 0)"
154,"(0, 1, 1)","(0, 1, 0)","(4, 0, 2)","(4, 0, 0)","(1, 0, 3)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 1, 1)"
155,"(0, 1, 1)","(4, 0, 2)","(0, 1, 0)","(2, 0, 1)","(4, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(4, 0, 1)"
156,"(3, 0, 3)","(1, 1, 1)","(3, 0, 2)","(0, 1, 0)","(2, 0, 1)","(2, 0, 4)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)"
157,"(2, 0, 1)","(1, 1, 1)","(0, 1, 0)","(2, 0, 1)","(0, 1, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 1, 2)"
158,"(2, 0, 1)","(1, 1, 1)","(5, 0, 2)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)"
159,"(0, 0, 4)","(1, 0, 3)","(2, 1, 2)","(5, 0, 2)","(2, 1, 2)","(1, 0, 0)","(0, 1, 4)","(4, 0, 0)","(1, 0, 0)","(0, 1, 0)"
160,"(1, 0, 3)","(2, 1, 2)","(2, 0, 1)","(1, 0, 0)","(2, 1, 1)","(0, 1, 0)","(1, 1, 1)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)"
161,"(1, 0, 3)","(1, 1, 1)","(2, 0, 1)","(1, 0, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 3)","(1, 0, 0)","(0, 1, 3)","(1, 0, 0)"
162,"(2, 0, 1)","(1, 0, 3)","(4, 1, 1)","(3, 0, 3)","(0, 1, 0)","(1, 1, 1)","(1, 1, 1)","(0, 1, 0)","(2, 0, 0)","(1, 0, 0)"
163,"(1, 0, 4)","(1, 0, 2)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 3)","(0, 1, 0)","(2, 0, 0)"
164,"(4, 0, 3)","(2, 0, 1)","(1, 0, 2)","(2, 0, 1)","(0, 1, 0)","(0, 1, 0)","(1, 1, 1)","(1, 1, 1)","(1, 0, 0)","(2, 0, 0)"
165,"(1, 0, 3)","(1, 0, 0)","(1, 0, 0)","(0, 1, 2)","(1, 0, 1)","(2, 0, 0)","(1, 1, 1)","(1, 0, 0)","(2, 1, 1)","(1, 1, 2)"
166,"(1, 0, 3)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(0, 1, 2)","(0, 1, 4)","(1, 1, 1)","(2, 1, 2)","(2, 0, 0)","(1, 0, 0)"
167,"(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(3, 0, 2)","(1, 0, 1)","(2, 0, 1)","(1, 1, 1)","(2, 0, 0)","(3, 1, 1)","(1, 1, 2)"
168,"(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 1, 1)","(0, 1, 1)","(2, 1, 1)"
169,"(0, 1, 0)","(0, 1, 0)","(2, 0, 1)","(1, 0, 0)","(3, 0, 2)","(1, 0, 0)","(0, 0, 1)","(0, 0, 2)","(1, 0, 0)","(1, 0, 0)"
170,"(1, 1, 2)","(2, 0, 1)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(3, 1, 3)","(1, 1, 1)","(1, 0, 0)"
171,"(1, 0, 2)","(0, 1, 0)","(1, 0, 2)","(1, 0, 1)","(3, 0, 2)","(2, 1, 1)","(2, 0, 0)","(0, 1, 0)","(0, 1, 1)","(1, 0, 0)"
172,"(1, 0, 0)","(2, 1, 1)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(2, 0, 0)","(2, 0, 1)","(2, 1, 1)","(1, 1, 3)"
173,"(1, 0, 0)","(1, 0, 2)","(2, 1, 2)","(2, 0, 1)","(1, 1, 1)","(1, 0, 0)","(0, 1, 1)","(1, 0, 1)","(1, 0, 0)","(1, 0, 1)"
174,"(2, 0, 1)","(1, 0, 2)","(2, 0, 1)","(1, 0, 0)","(0, 1, 0)","(2, 0, 0)","(0, 1, 1)","(2, 0, 1)","(1, 1, 1)","(1, 1, 1)"
175,"(1, 0, 1)","(1, 0, 0)","(1, 0, 2)","(2, 1, 1)","(2, 0, 1)","(1, 1, 1)","(1, 0, 1)","(0, 1, 1)","(3, 0, 0)","(1, 1, 1)"
176,"(2, 0, 1)","(1, 0, 2)","(0, 1, 1)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 1)","(1, 0, 1)","(1, 1, 1)","(0, 1, 1)"
177,"(1, 0, 2)","(2, 0, 1)","(2, 0, 1)","(0, 1, 0)","(2, 0, 1)","(1, 0, 0)","(2, 0, 3)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
178,"(1, 0, 2)","(2, 0, 1)","(2, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 2)","(1, 1, 2)","(1, 1, 1)","(2, 1, 1)"
179,"(1, 0, 2)","(2, 1, 2)","(2, 0, 1)","(1, 0, 0)","(2, 0, 2)","(0, 0, 3)","(1, 0, 0)","(0, 0, 3)","(1, 0, 0)","(1, 0, 1)"
180,"(1, 0, 2)","(2, 0, 3)","(0, 1, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 2)","(1, 0, 0)","(2, 0, 2)","(1, 0, 0)","(1, 0, 1)"
181,"(0, 0, 4)","(2, 0, 0)","(1, 0, 2)","(1, 0, 0)","(2, 0, 1)","(1, 0, 2)","(1, 1, 1)","(1, 0, 0)","(0, 1, 1)","(2, 1, 1)"
182,"(0, 0, 4)","(1, 0, 2)","(0, 1, 0)","(1, 0, 1)","(0, 1, 0)","(1, 0, 4)","(2, 0, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 0)"
183,"(0, 0, 4)","(2, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(0, 1, 4)","(1, 0, 1)","(0, 1, 0)","(2, 0, 2)"
184,"(0, 1, 0)","(1, 0, 0)","(2, 0, 2)","(1, 0, 1)","(2, 0, 0)","(1, 0, 0)","(1, 0, 2)","(1, 0, 1)","(1, 0, 1)","(1, 0, 0)"
185,"(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(0, 0, 4)","(1, 0, 1)","(3, 0, 1)","(1, 0, 2)","(2, 0, 0)","(5, 0, 0)","(2, 0, 1)"
186,"(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 0, 4)","(1, 0, 1)","(3, 0, 1)","(1, 0, 2)","(2, 0, 0)","(3, 0, 0)","(1, 0, 0)"
187,"(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 2)","(2, 0, 1)","(1, 0, 0)","(1, 0, 2)","(2, 0, 0)","(2, 0, 2)","(1, 0, 0)"
188,"(2, 1, 2)","(2, 0, 0)","(1, 0, 3)","(0, 0, 4)","(0, 1, 0)","(1, 0, 1)","(1, 0, 3)","(2, 0, 0)","(1, 0, 2)","(1, 0, 1)"
189,"(2, 1, 1)","(2, 0, 1)","(1, 0, 0)","(1, 0, 2)","(1, 0, 0)","(3, 0, 2)","(1, 0, 2)","(1, 0, 3)","(1, 0, 0)","(1, 0, 1)"
190,"(0, 1, 2)","(2, 0, 0)","(1, 0, 0)","(3, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(2, 0, 0)","(0, 0, 3)","(0, 1, 0)"
191,"(0, 1, 0)","(1, 0, 0)","(1, 0, 3)","(2, 0, 1)","(1, 0, 3)","(2, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 1)"
192,"(1, 0, 3)","(0, 1, 1)","(1, 0, 0)","(2, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 1)","(0, 0, 3)","(1, 0, 1)","(1, 0, 0)"
193,"(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 1)","(1, 0, 2)","(2, 0, 3)","(1, 0, 0)","(2, 0, 2)"
194,"(0, 1, 2)","(0, 1, 1)","(1, 0, 1)","(2, 0, 1)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(2, 1, 2)","(1, 0, 0)","(0, 1, 0)"
195,"(2, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(3, 0, 0)","(1, 0, 1)","(3, 0, 1)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)"
196,"(2, 0, 1)","(2, 1, 2)","(1, 0, 1)","(1, 0, 1)","(0, 0, 2)","(4, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 3)","(1, 0, 0)"
197,"(0, 1, 1)","(0, 1, 0)","(2, 0, 3)","(1, 0, 1)","(1, 0, 1)","(0, 0, 3)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)"
198,"(2, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 0, 1)","(3, 0, 0)","(1, 0, 1)","(0, 0, 5)","(2, 0, 0)","(1, 0, 2)","(1, 0, 0)"
199,"(0, 1, 1)","(0, 1, 2)","(1, 0, 0)","(1, 0, 0)","(4, 0, 2)","(1, 0, 1)","(1, 0, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 2)"
200,"(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(2, 0, 1)","(1, 0, 0)"
201,"(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)"
202,"(0, 1, 0)","(1, 0, 1)","(0, 1, 0)","(3, 0, 2)","(0, 1, 0)","(1, 0, 2)","(0, 0, 3)","(1, 1, 1)","(2, 0, 0)","(1, 0, 0)"
203,"(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 2)","(1, 0, 1)","(1, 0, 1)","(1, 0, 3)","(0, 1, 0)","(1, 0, 0)","(0, 1, 2)"
204,"(2, 1, 1)","(0, 1, 0)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(0, 0, 3)","(1, 0, 1)","(1, 0, 1)","(1, 0, 0)","(3, 0, 0)"
205,"(0, 1, 0)","(1, 0, 2)","(0, 1, 0)","(2, 0, 0)","(1, 0, 0)","(2, 0, 4)","(2, 0, 1)","(1, 0, 1)","(1, 0, 1)","(0, 1, 0)"
206,"(0, 1, 0)","(2, 1, 1)","(1, 0, 2)","(2, 0, 0)","(1, 0, 1)","(1, 0, 1)","(1, 0, 1)","(1, 0, 0)","(3, 1, 3)","(1, 0, 0)"
207,"(0, 1, 0)","(1, 0, 2)","(1, 0, 0)","(4, 0, 3)","(0, 1, 0)","(0, 1, 0)","(3, 0, 0)","(1, 0, 0)","(0, 0, 3)","(0, 1, 0)"
208,"(1, 0, 2)","(0, 1, 2)","(1, 0, 1)","(2, 0, 0)","(2, 0, 0)","(3, 0, 2)","(0, 0, 3)","(0, 1, 0)","(1, 0, 0)","(1, 0, 2)"
209,"(1, 0, 2)","(1, 0, 1)","(2, 0, 0)","(2, 1, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)"
210,"(1, 0, 2)","(0, 1, 0)","(2, 0, 1)","(3, 0, 0)","(3, 0, 2)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 2)","(0, 1, 0)"
211,"(1, 0, 2)","(0, 1, 0)","(1, 0, 2)","(2, 0, 0)","(3, 0, 2)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(2, 1, 1)","(1, 0, 0)"
212,"(1, 0, 2)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 1)","(1, 0, 1)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)"
213,"(0, 1, 0)","(1, 0, 2)","(1, 0, 0)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
214,"(0, 1, 0)","(1, 0, 2)","(1, 0, 2)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)"
215,"(0, 1, 0)","(1, 0, 2)","(1, 0, 1)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(3, 0, 2)","(0, 0, 3)","(1, 1, 1)","(1, 0, 1)"
216,"(0, 1, 0)","(2, 0, 3)","(2, 0, 3)","(1, 0, 1)","(0, 1, 2)","(3, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)"
217,"(0, 1, 0)","(2, 0, 3)","(1, 0, 1)","(0, 1, 1)","(1, 0, 1)","(1, 0, 2)","(0, 1, 0)","(1, 0, 0)","(4, 0, 1)","(0, 1, 0)"
218,"(0, 1, 0)","(0, 1, 0)","(1, 0, 2)","(1, 0, 1)","(0, 1, 0)","(2, 0, 1)","(1, 0, 1)","(2, 0, 1)","(1, 0, 0)","(0, 1, 0)"
219,"(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(1, 0, 2)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(4, 0, 1)","(0, 1, 0)"
220,"(0, 1, 0)","(1, 0, 1)","(1, 0, 1)","(1, 0, 1)","(2, 0, 1)","(2, 1, 2)","(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(2, 0, 0)"
221,"(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 1)","(2, 0, 1)","(2, 0, 0)","(0, 1, 2)","(1, 0, 0)"
222,"(1, 2, 2)","(4, 0, 0)","(1, 0, 0)","(0, 1, 0)","(2, 0, 1)","(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)"
223,"(0, 1, 0)","(4, 0, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(2, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 1)"
224,"(0, 1, 0)","(1, 0, 2)","(1, 0, 2)","(1, 0, 0)","(1, 0, 1)","(1, 1, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 3)","(0, 1, 0)"
225,"(1, 2, 2)","(5, 1, 4)","(1, 0, 1)","(2, 0, 1)","(0, 1, 0)","(2, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)"
226,"(1, 2, 2)","(3, 1, 0)","(1, 0, 1)","(2, 0, 1)","(1, 0, 1)","(0, 1, 0)","(0, 1, 0)","(1, 1, 2)","(1, 0, 0)","(1, 0, 0)"
227,"(1, 0, 0)","(2, 1, 1)","(0, 1, 0)","(1, 0, 1)","(0, 1, 0)","(4, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 1)"
228,"(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 2)","(3, 0, 3)","(2, 0, 3)","(2, 0, 0)","(2, 0, 0)","(2, 0, 1)","(0, 1, 0)"
229,"(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(2, 0, 3)","(0, 1, 0)","(1, 0, 0)","(1, 0, 2)","(1, 0, 1)","(0, 0, 3)","(0, 1, 0)"
230,"(1, 0, 0)","(2, 1, 2)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)"
231,"(1, 0, 0)","(3, 0, 2)","(1, 0, 0)","(0, 1, 0)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)"
232,"(3, 1, 2)","(1, 0, 0)","(0, 1, 0)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
233,"(0, 1, 0)","(1, 0, 0)","(1, 0, 2)","(2, 0, 1)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
234,"(2, 1, 2)","(1, 0, 0)","(1, 0, 2)","(1, 0, 2)","(1, 0, 0)","(3, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(2, 0, 1)"
235,"(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 2)","(1, 0, 1)","(2, 0, 0)","(1, 0, 1)","(0, 0, 3)","(1, 0, 1)","(1, 0, 0)"
236,"(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 1, 0)","(1, 0, 0)","(3, 0, 2)","(1, 1, 1)"
237,"(2, 1, 2)","(0, 1, 0)","(1, 0, 2)","(1, 0, 0)","(1, 1, 0)","(2, 0, 1)","(1, 1, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)"
238,"(0, 1, 0)","(0, 1, 0)","(2, 0, 1)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)"
239,"(1, 0, 0)","(1, 1, 0)","(2, 0, 1)","(0, 1, 0)","(1, 0, 1)","(0, 1, 0)","(4, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)"
240,"(1, 1, 1)","(0, 1, 5)","(1, 0, 0)","(1, 1, 1)","(0, 1, 0)","(1, 0, 2)","(1, 0, 1)","(1, 1, 1)","(4, 0, 0)","(1, 0, 0)"
241,"(1, 1, 1)","(1, 0, 2)","(1, 0, 0)","(2, 0, 2)","(0, 1, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)"
242,"(3, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(0, 1, 0)","(2, 0, 2)","(0, 1, 2)","(1, 0, 1)","(4, 1, 1)"
243,"(1, 1, 0)","(2, 1, 1)","(0, 1, 0)","(2, 1, 1)","(1, 0, 2)","(1, 0, 1)","(2, 0, 2)","(1, 0, 1)","(2, 1, 2)","(3, 0, 1)"
244,"(1, 0, 0)","(0, 1, 5)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(2, 0, 1)","(1, 0, 0)","(2, 0, 1)","(0, 1, 0)","(0, 1, 1)"
245,"(1, 0, 2)","(4, 1, 1)","(1, 1, 2)","(3, 1, 2)","(2, 0, 1)","(1, 1, 1)","(2, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 1, 1)"
246,"(0, 1, 0)","(2, 0, 2)","(2, 1, 3)","(1, 1, 4)","(1, 0, 0)","(0, 0, 1)","(1, 1, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)"
247,"(2, 1, 2)","(2, 1, 1)","(2, 1, 3)","(1, 0, 3)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 1, 2)","(1, 0, 2)","(0, 1, 2)"
248,"(2, 1, 2)","(2, 0, 2)","(2, 1, 0)","(1, 1, 4)","(0, 0, 1)","(0, 0, 1)","(1, 0, 0)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)"
249,"(2, 1, 2)","(0, 1, 0)","(0, 1, 0)","(2, 0, 1)","(0, 0, 1)","(2, 0, 4)","(0, 0, 1)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)"
250,"(2, 1, 2)","(1, 0, 0)","(0, 1, 3)","(4, 1, 1)","(4, 0, 0)","(1, 0, 2)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 2)"
251,"(0, 1, 0)","(0, 0, 1)","(2, 1, 2)","(4, 1, 1)","(1, 0, 2)","(3, 0, 3)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(1, 1, 1)"
252,"(0, 1, 1)","(1, 0, 1)","(2, 0, 1)","(2, 0, 4)","(1, 0, 1)","(0, 0, 5)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
253,"(0, 1, 1)","(1, 0, 0)","(5, 0, 0)","(0, 0, 1)","(1, 0, 0)","(1, 0, 4)","(2, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)"
254,"(0, 1, 1)","(2, 1, 1)","(4, 0, 0)","(3, 0, 0)","(1, 0, 0)","(2, 0, 1)","(0, 0, 2)","(2, 0, 1)","(1, 0, 2)","(1, 0, 0)"
255,"(0, 1, 1)","(2, 0, 1)","(5, 0, 0)","(1, 0, 1)","(1, 0, 0)","(0, 0, 2)","(1, 0, 0)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)"
256,"(1, 0, 0)","(0, 1, 1)","(2, 0, 1)","(6, 0, 0)","(5, 0, 3)","(1, 0, 0)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
257,"(3, 0, 3)","(0, 1, 2)","(1, 0, 2)","(1, 0, 0)","(1, 0, 1)","(0, 1, 2)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)"
258,"(1, 0, 0)","(0, 0, 1)","(4, 0, 2)","(0, 1, 2)","(2, 1, 2)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)"
259,"(0, 0, 1)","(2, 1, 2)","(0, 1, 0)","(2, 0, 0)","(3, 0, 3)","(1, 0, 0)","(0, 1, 0)","(0, 0, 4)","(1, 0, 0)","(2, 1, 2)"
260,"(5, 0, 2)","(0, 1, 2)","(2, 0, 0)","(2, 1, 2)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 1, 1)","(0, 1, 2)","(1, 0, 0)"
261,"(0, 0, 4)","(0, 1, 2)","(2, 0, 0)","(2, 1, 2)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(2, 1, 2)"
262,"(5, 0, 2)","(0, 1, 2)","(2, 0, 0)","(0, 1, 2)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(0, 1, 0)","(1, 1, 1)","(0, 1, 0)"
263,"(0, 0, 1)","(4, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 1, 2)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(2, 1, 1)"
264,"(0, 0, 1)","(1, 1, 1)","(1, 0, 0)","(0, 0, 4)","(1, 0, 0)","(0, 1, 0)","(1, 1, 2)","(1, 0, 0)","(0, 1, 1)","(2, 0, 0)"
265,"(0, 0, 1)","(0, 1, 1)","(2, 0, 3)","(0, 1, 0)","(3, 1, 2)","(1, 0, 1)","(1, 0, 2)","(0, 1, 0)","(2, 0, 0)","(1, 0, 0)"
